fixationid,aoi_id,world_timestamp
984,Mid|2,437.982651
985,Mid|2,438.083182
986,Mid|2,438.418286
987,Mid|2,438.619348
988,Mid|2,438.7869
989,Mid|2,438.920941
989,Left|8,438.954452
990,Mid|2,439.054983
991,Right|1,439.524128
992,Mid|6,439.926252
993,Right|2,440.026783
992,Right|2,440.026783
993,Mid|6,440.026783
994,Mid|5,440.194335
995,Mid|5,440.294866
996,Mid|2,440.562949
997,Mid|2,440.66348
998,Mid|2,440.864542
999,Mid|2,441.065604
1000,Mid|2,441.300177
1001,Mid|2,441.534749
1002,Mid|2,441.735811
1003,Mid|5,441.869853
